"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,,,,,,,,,,,
,Non-infusional chemotherapy: Consultations are charged separately.,,,,,,,,,,,,,,,,,
,"Non-infusional chemotherapy: In the case of intramuscular (IMI), subcutaneous, intrathecal or bolus chemotherapy administration the management fee can only be charged once per treatment day. Consultations are charged separately.",,,,,,,,,,,,,,,,,
5793,Infusional Chemotherapy: Global fee for the management of and for services delivered during infusional chemotherapy per treatment day - for exclusive use by doctors with appropriate oncology training using recognised chemotherapy facilities(consultations to be charged separately),2242.6,Z,2881.9,Z,2881.9,Z,,,,,,,,,,,
5794,"Infusional Chemotherapy Facility Fee: A facility where oncology medicines are procured, stored, admixed and administered, and in which appropriately-trained medical, nursing and support staff are in attendance. This fee is chargeable by doctors with appropriate oncology training who owns or rents the facility, and by others e.g. hospitals or clinics that provide the services as per the appropriate billing structure. Said facilities are to be accredited under the auspices of SASMO and/or SASCRO (to be used in conjunction with item 5793) - only one of the parties are to charge this fee",1582.7,Z,1626.8,Z,1626.8,Z,,,,,,,,,,,
5795,"Infusional Chemotherapy Facility Fee: A facility where oncology medicines are purchased, stored, dispensed, admixed and administered and in which appropriately-trained medical, nursing and support staff are in attendance. This fee is chargeable by doctors with appropriate oncology training who owns or rents the facility, and by others e.g. hospitals or clinics that provide the services as per the appropriate billing structure. Said facilities are to be accredited under the auspices of SASMO and/or SASCRO (to be used in conjunction with item 5793) - only one of the parties are to charge this fee",1978.3,Z,2033.6,Z,2033.6,Z,,,,,,,,,,,
,"Item 5795 is chargeable in addition to item 5793 by the Oncologist who owns or rents the chemotherapy facility, and by others e.g. hospitals or clinics that provide the services as per the appropriate billing structure. Said facilities are to be accredited under the auspices of SASMO and/or SASCRO (only to be added to item 5793 if own or rented facility is used).",,,,,,,,,,,,,,,,,
20.11,Radiation Therapy Planning,,,,,,,,,,,,,,,,,
20.11.1,Manual Radiotherapy Planning Procedures,,,,,,,,,,,,,,,,,
5801,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Single Volume of Interest - PROFESSIONAL COMPONENT",0,,934.8,Z,934.8,Z,,,,,,,,,,,
5601,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Single Volume of Interest -TECHNICAL COMPONENT",0,,2181,Z,2181,Z,,,,,,,,,,,
5802,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Multiple Volumes of Interest - PROFESSIONAL COMPONENT",0,,1234.1,Z,1234.1,Z,,,,,,,,,,,
5602,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Multiple Volumes of Interest - TECHNICAL COMPONENT",0,,2879.3,Z,2879.3,Z,,,,,,,,,,,
5803,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Special Technique - PROFESSIONAL COMPONENT",0,,1682.6,Z,1682.6,Z,,,,,,,,,,,
5603,"Manual Radiotherapy Planning Procedures: No Simulation, Limited Graphic Planning, Special Technique - TECHNICAL COMPONENT",0,,3925.6,Z,3925.6,Z,,,,,,,,,,,
20.11.2,Conventional Radiotherapy Planning Procedures,,,,,,,,,,,,,,,,,
5808,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning, Single Volume of Interest - PROFESSIONAL COMPONENT",0,,3738.9,Z,3738.9,Z,,,,,,,,,,,
5608,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning, Single Volume of Interest - TECHNICAL COMPONENT",0,,8724.4,Z,8724.4,Z,,,,,,,,,,,
5809,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning,  Multiple Volumes of Interest - PROFESSIONAL COMPONENT",0,,5234.1,Z,5234.1,Z,,,,,,,,,,,
5609,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning,  Multiple Volumes of Interest - TECHNICAL COMPONENT",0,,12214,Z,12214,Z,,,,,,,,,,,
5810,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning, Special Technique - PROFESSIONAL COMPONENT",0,,6543.1,Z,6543.1,Z,,,,,,,,,,,
5610,"Conventional Radiotherapy Planning: Simulation, Limited Graphic Planning, Special Technique - TECHNICAL COMPONENT",0,,15267.4,Z,15267.4,Z,,,,,,,,,,,
20.11.3,Three Dimensional Radiotherapy Planning Procedures,,,,,,,,,,,,,,,,,
5820,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning,  Single Volume of Interest - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",0,,5275.4,Z,5275.4,Z,,,,,,,,,,,
5620,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning,  Single Volume of Interest - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",0,,21459.5,Z,21459.5,Z,,,,,,,,,,,
5821,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning, Multiple Volumes of Interest - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",0,,8954.5,Z,8954.5,Z,,,,,,,,,,,
5621,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning, Multiple Volumes of Interest - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",0,,30043.5,Z,30043.5,Z,,,,,,,,,,,
5822,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning,  Special Technique - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",0,,12173.2,Z,12173.2,Z,,,,,,,,,,,
5622,"Three Dimensional Radiotherapy Planning Procedures: 3-Dimensional Simulation and Graphic Planning,  Special Technique - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",0,,37554.3,Z,37554.3,Z,,,,,,,,,,,
20.11.4,Intensity Modulated Radiotherapy Planning Procedures,,,,,,,,,,,,,,,,,
5823,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, Radical Course - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",0,,14119.1,Z,14119.1,Z,,,,,,,,,,,
5623,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, Radical Course - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",0,,42094,Z,42094,Z,,,,,,,,,,,
5825,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, Booster Volumes (not for use with other IMRT planning codes) - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",0,,5098.9,Z,5098.9,Z,,,,,,,,,,,
5625,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, Booster Volumes (not for use with other IMRT planning codes) - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",0,,21047,Z,21047,Z,,,,,,,,,,,
5826,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, CT Scan with Magnetic Resonance Imaging or other Similar Imaging Fusion Techniques - PROFESSIONAL COMPONENT (excludes imaging costs for CT and MRI)",0,,16543.9,Z,16543.9,Z,,,,,,,,,,,
5626,"Intensity Modulated Radiotherapy Planning Procedures: Intensity Modulated Radiotherapy Simulation, Inverse Planning, CT Scan with Magnetic Resonance Imaging or other Similar Imaging Fusion Techniques - TECHNICAL COMPONENT (excludes imaging costs for CT and MRI)",0,,47752.7,Z,47752.7,Z,,,,,,,,,,,
20.11.5,Kilovolt Radiation Treatment,,,,,,,,,,,,,,,,,
5834,"Kilovolt Radiation Treatment: Weekly Treatment, Kilovolt or Similar, per week or part thereof - PROFESSIONAL COMPONENT",0,,1077.9,Z,1077.9,Z,,,,,,,,,,,
5634,"Kilovolt Radiation Treatment: Weekly Treatment, Kilovolt or Similar, per week or part thereof - TECHNICAL COMPONENT",0,,2515,Z,2515,Z,,,,,,,,,,,
20.11.6,Short Course Radiation Treatment,,,,,,,,,,,,,,,,,
5835,"Short Course Radiation Treatment: Short course treatment, Single Volume of Interest - PROFESSIONAL COMPONENT",0,,2322.3,Z,2322.3,Z,,,,,,,,,,,
5635,"Short Course Radiation Treatment: Short course treatment, Single Volume of Interest - TECHNICAL COMPONENT",0,,5418.4,Z,5418.4,Z,,,,,,,,,,,
5836,"Short Course Radiation Treatment: Short course treatment, Multiple Volumes of Interest - PROFESSIONAL COMPONENT",0,,3251.3,Z,3251.3,Z,,,,,,,,,,,
5636,"Short Course Radiation Treatment: Short course treatment, Multiple Volumes of Interest - TECHNICAL COMPONENT",0,,7585.4,Z,7585.4,Z,,,,,,,,,,,
5837,"Short Course Radiation Treatment: Short course Treatment, Special Technique - PROFESSIONAL COMPONENT",0,,4179.6,Z,4179.6,Z,,,,,,,,,,,
5637,"Short Course Radiation Treatment: Short course Treatment, Special Technique - TECHNICAL COMPONENT",0,,9752.8,Z,9752.8,Z,,,,,,,,,,,
20.11.7,Weekly Radiation Treatment Sessions,,,,,,,,,,,,,,,,,
20.11.7.1,Weekly Radiation Treatment Sessions - Conventional Techniques,,,,,,,,,,,,,,,,,
5839,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment,  Single Volume of Interest - PROFESSIONAL COMPONENT",0,,4257.4,Z,4257.4,Z,,,,,,,,,,,
5639,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment,  Single Volume of Interest - TECHNICAL COMPONENT",0,,9933.2,Z,9933.2,Z,,,,,,,,,,,
5840,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment,  Multiple Volumes of Interest - PROFESSIONAL COMPONENT",0,,5418.4,Z,5418.4,Z,,,,,,,,,,,
5640,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment,  Multiple Volumes of Interest - TECHNICAL COMPONENT",0,,12642.4,Z,12642.4,Z,,,,,,,,,,,
5841,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment, Special Technique - PROFESSIONAL COMPONENT",0,,6966,Z,6966,Z,,,,,,,,,,,
5641,"Weekly Radiation Treatment Sessions - Conventional Techniques: Weekly Treatment, Special Technique - TECHNICAL COMPONENT",0,,16254.4,Z,16254.4,Z,,,,,,,,,,,
20.11.7.2,Weekly Radiation Treatment Sessions - Advanced Techniques,,,,,,,,,,,,,,,,,
5849,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Single Volume of Interest - PROFESSIONAL COMPONENT",0,,5188,Z,5188,Z,,,,,,,,,,,
5649,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Single Volume of Interest - TECHNICAL COMPONENT",0,,12104.5,Z,12104.5,Z,,,,,,,,,,,
5850,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Multiple Volumes of Interest - PROFESSIONAL COMPONENT",0,,7263.1,Z,7263.1,Z,,,,,,,,,,,
5650,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Multiple Volumes of Interest - TECHNICAL COMPONENT",0,,16947,Z,16947,Z,,,,,,,,,,,
5851,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Special Technique - PROFESSIONAL COMPONENT",0,,9338.2,Z,9338.2,Z,,,,,,,,,,,
5651,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Multi Leaf Collimators, Special Technique - TECHNICAL COMPONENT",0,,21788.6,Z,21788.6,Z,,,,,,,,,,,
5854,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Intensity Modulated Radiotherapy - PROFESSIONAL COMPONENT",0,,7661.5,Z,7661.5,Z,,,,,,,,,,,
5654,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Intensity Modulated Radiotherapy - TECHNICAL COMPONENT",0,,17876.4,Z,17876.4,Z,,,,,,,,,,,
5855,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Total Body Radiotherapy or Similar - PROFESSIONAL COMPONENT",0,,18157.4,Z,18157.4,Z,,,,,,,,,,,
5655,"Weekly Radiation Treatment Sessions - Advanced Techniques: Weekly Treatment, Total Body Radiotherapy or Similar - TECHNICAL COMPONENT",0,,42367.2,Z,42367.2,Z,,,,,,,,,,,
20.11.8,Stereotactic Radiation,,,,,,,,,,,,,,,,,
5860,"Stereotactic Radiation: Stereotactic Radiation, Single or up to 4 (four) Fractions, Global Fee - PROFESSIONAL COMPONENT",0,,81678.1,Z,81678.1,Z,,,,,,,,,,,
5660,"Stereotactic Radiation: Stereotactic Radiation, Single Fraction, Global Fee - TECHNICAL COMPONENT",0,,190582.4,Z,190582.4,Z,,,,,,,,,,,
5861,"Stereotactic Radiation: Stereotactic Radiation, 5 (five) or more Fractions, Full course, Global Fee - PROFESSIONAL COMPONENT",0,,93929.8,Z,93929.8,Z,,,,,,,,,,,
5661,"Stereotactic Radiation: Stereotactic Radiation, Fractionated, Full course, Global Fee - TECHNICAL COMPONENT",0,,219169.5,Z,219169.5,Z,,,,,,,,,,,
20.12,Brachytherapy,,,,,,,,,,,,,,,,,
20.12.1,Isotope/Applicator Therapy,,,,,,,,,,,,,,,,,
5870,"Isotope/Applicator Therapy: Isotopes - Low Complexity, administration of low dose oral isotopes or use of surface applicators, up to five applications. Typically an out patient procedure. The cost of any isotopes and materials are not included",0,,2380.8,Z,2380.8,Z,,,,,,,,,,,
5872,"Isotope/Applicator Therapy: Isotopes - Intermediate Complexity, administration of isotopes requiring invasive techniques such as intravenous, intracavitary or intra-articular radioactive isotopes. Typical out patient procedure or admission and monitoring less than 48 hours. The cost of any isotopes and materials are not included",0,,4761,Z,4761,Z,,,,,,,,,,,
5873,"Isotope/Applicator Therapy: Isotopes - High Complexity, surface application of seed arrays requiring dosimetric assessment and/or high dose radio-active isotopes requiring admission and monitoring. Typically requires in patient admission and monitoring for more than 48 hours. The cost of any isotopes and materials are not included",0,,13202,Z,13202,Z,,,,,,,,,,,
20.12.2,Brachytherapy Implants,,,,,,,,,,,,,,,,,
5882,"Brachytherapy Implants: Implants - Low Complexity, placement of a single guide tube for the administration of brachytherapy requiring <8 dwell points. The cost of materials are not included",0,,4761,Z,4761,Z,,,,,,,,,,,
5883,"Brachytherapy Implants: Implants - Intermediate Complexity, planar implants requiring >1 guide tube for the administration of brachytherapy, or the use of >8 dwell points in a single guide tube, or any procedure requiring <8 dwell points but which requires general anaesthesia for insertion. The cost of materials are not included",0,,17278.7,Z,17278.7,Z,,,,,,,,,,,
5885,Brachytherapy Implants: Implants - High Complexity requiring complex volumetric studies. Inclusive fee for implant under local or general anaesthetic. The cost of materials are not included,0,,23037.9,Z,23037.9,Z,,,,,,,,,,,
20.12.3,Brachytherapy Treatment,,,,,,,,,,,,,,,,,
5890,"Brachytherapy Treatment: Global fee for manual afterloading - includes storage, handling, calibration, planning (manual or computerized), manual loading, daily treatment, monitoring, removal and disposal of the isotopes. The cost of any isotopes and materials are not included",0,,13462.7,Z,13462.7,Z,,,,,,,,,,,
5892,"Brachytherapy Treatment: Global fee for remote afterloading - includes input in calibration, graphic planning, daily treatment, monitoring, removal and disposal of implant materials on completion. The cost of materials are not included - PROFESSIONAL COMPONENT",0,,9134.5,Z,9134.5,Z,,,,,,,,,,,
5893,"Global Fee for remote afterloading - includes input in calibration, graphic planning, daily treatment, monitoring, removal and disposal of implant materials on completion. The cost of materials are not included - TECHNICAL COMPONENT",0,,21314,Z,21314,Z,,,,,,,,,,,
20.12.4,Brachytherapy Imaging,,,,,,,,,,,,,,,,,
5895,"Brachytherapy Imaging: Brachytherapy: Special imaging where needed and if used, unusual to be added to any code other than items 5883 or 5885",0,,3442.7,Z,3442.7,Z,,,,,,,,,,,
21,Clinical Pathology,,,,,,,,,,,,,,,,,
0097,"Pathology tests performed by non-pathologists: Where items under Clinical Pathology (section 21) and Anatomical Pathology (section 22) fall within the province of other specialists or general practitioners, the fee is to be charged at two-thirds of the pathologists fee",,,,,,,,,,,,,,,,,
,"Please note: The calculated amounts in this section are calculated according to the clinical pathology unit values._x000D_
Note: For fees for Histology and Cytology refer to items 4561-4593 under Section 22: Anatomical Pathology.",,,,,,,,,,,,,,,,,
21.1,Haematology,,,,,,,,,,,,,,,,,
3705,Alkali resistant haemoglobin,60.8,,94,,94,,,,,,,,,,,,
3709,Antiglobulin test (Coombs' or trypsinzied red cells),49.9,,76.1,,76.1,,,,,,,,,,,,
3710,Antibody titration,97.4,,150.3,,150.3,,,,,,,,,,,,
3712,Antibody identification,114.9,,176.6,,176.6,,,,,,,,,,,,
3713,Bleeding time (does not include the cost of the simplate device),94.2,,144.8,,144.8,,,,,,,,,,,,
3714,"Blood volume, dye method",97.4,,150.3,,150.3,,,,,,,,,,,,
3715,Buffy layer examination,269.8,,415.8,,415.8,,,,,,,,,,,,
3716,Mean Cell Volume,30.5,,47.1,,47.1,,,,,,,,,,,,
3717,Bone marrow cytological examination only,269.8,,415.8,,415.8,,,,,,,,,,,,
3719,Bone marrow: Aspiration,114.2,,175.4,,175.4,,,,,,,,,,,,
3720,Bone marrow trephine biopsy,441.1,,681.3,,681.3,,,,,,,,,,,,
3721,Bone marrow aspiration and trephine biopsy (excluding histology),497.6,,768.6,,768.6,,,,,,,,,,,,
3722,Capillary fragility: Hess,27.4,,42.2,,42.2,,,,,,,,,,,,
3723,Circulating anticoagulants,79.3,,121.9,,121.9,,,,,,,,,,,,
3724,Coagulation factor inhibitor assay,779.8,,1202.4,,1202.4,,,,,,,,,,,,
3726,Activated protein C resistance,351.4,,543.2,,543.2,,,,,,,,,,,,
3727,Coagulation time,43,,66,,66,,,,,,,,,,,,
3728,Anti-factor Xa Activity,725.9,,1119.6,,1119.6,,,,,,,,,,,,
3729,Cold agglutinins,49,,75.2,,75.2,,,,,,,,,,,,
3730,Protein S: Functional,508,,783.6,,783.6,,,,,,,,,,,,
3731,Compatibility for blood transfusion,49,,75.2,,75.2,,,,,,,,,,,,
3732,Cryoglobulin,49,,75.2,,75.2,,,,,,,,,,,,
3734,Protein C (chromogenic),410.5,,633,,633,,,,,,,,,,,,
3735,Anti-thrombin III (chromogenic),298.7,,459.5,,459.5,,,,,,,,,,,,
3736,Plasminogen (chromogenic),835.3,,1287.7,,1287.7,,,,,,,,,,,,
3737,Lupus Russel Viper method,229.6,,355.2,,355.2,,,,,,,,,,,,
3738,Lupus Kaolin Exner method,339.4,,522.4,,522.4,,,,,,,,,,,,
3739,Erythrocyte count,30.5,,47.1,,47.1,,,,,,,,,,,,
3740,Factors V and VII: Qualitative,97.4,,150.3,,150.3,,,,,,,,,,,,
3741,Coagulation factor assay: Functional,127.9,,197.3,,197.3,,,,,,,,,,,,
3742,Coagulation factor assay: Immunological,60.9,,94.1,,94.1,,,,,,,,,,,,
3743,Erythrocyte sedimentation rate,40.8,,62.7,,62.7,,,,,,,,,,,,
3744,Fibrin stabilizing factor (urea test),60.8,,94,,94,,,,,,,,,,,,
3746,Fibrin monomers,36.5,,56.6,,56.6,,,,,,,,,,,,
3748,Plasminogen activator inhibitor (PAI-I),893.5,,1377.7,,1377.7,,,,,,,,,,,,
3750,Tissue plasminogen Activator (tPA),918.1,,1416,,1416,,,,,,,,,,,,
3753,Osmotic fragility (before and after incubation),243.7,,376,,376,,,,,,,,,,,,
3754,ABO Reverse Group,49,,75.2,,75.2,,,,,,,,,,,,
3755,"Full blood count (including items 3739, 3762, 3783, 3785, 3791)",142.6,,219.4,,219.4,,,,,,,,,,,,
3756,Full cross match,97.4,,150.3,,150.3,,,,,,,,,,,,
3757,Coagulation factors: Quantitative,436,,672.3,,672.3,,,,,,,,,,,,
3758,Factor VIII related antigen,819.1,,1263.1,,1263.1,,,,,,,,,,,,
3759,Coagulation factor correction study,158.7,,244.9,,244.9,,,,,,,,,,,,
3761,Factor XIII related antigen,827.8,,1276.3,,1276.3,,,,,,,,,,,,
3762,Haemoglobin estimation,24.4,,37.6,,37.6,,,,,,,,,,,,
3763,Contact activated product assay,219.7,,338.5,,338.5,,,,,,,,,,,,
3764,Grouping: A B and O antigens,49,,75.2,,75.2,,,,,,,,,,,,
3765,Grouping: Rh antigen,49,,75.2,,75.2,,,,,,,,,,,,
3766,PIVKA,589.2,,908.4,,908.4,,,,,,,,,,,,
3767,Euglobulin Lysis time,346.3,,534.7,,534.7,,,,,,,,,,,,
3768,Haemoglobin A2 (column chromatography),203.2,,313.4,,313.4,,,,,,,,,,,,
3769,Haemoglobin electrophoresis,363.6,,560.3,,560.3,,,,,,,,,,,,
3770,Haemoglobin-S (solubility test),49,,75.2,,75.2,,,,,,,,,,,,
3772,Haptoglobin: Quantitative,127.9,,197.3,,197.3,,,,,,,,,,,,
3773,Ham's acidified serum test,108.6,,167.2,,167.2,,,,,,,,,,,,
3775,Heinz bodies,30.5,,47.1,,47.1,,,,,,,,,,,,
3776,Haemosiderin in urinary sediment,30.5,,47.1,,47.1,,,,,,,,,,,,
3783,Leucocyte differential count,84.3,,129.8,,129.8,,,,,,,,,,,,
3785,Leucocytes: Total count,24.4,,37.6,,37.6,,,,,,,,,,,,
3786,QBC malaria concentration and fluorescent staining,339.4,,522.4,,522.4,,,,,,,,,,,,
3787,LE-cells,112.8,,173.4,,173.4,,,,,,,,,,,,
3789,Neutrophil alkaline phosphatase,380,,584.8,,584.8,,,,,,,,,,,,
3791,Packed cell volume: Haematocrit,24.4,,37.6,,37.6,,,,,,,,,,,,
3792,Plasmodium falciparum: Monoclonal immunological identification,121.9,,188.2,,188.2,,,,,,,,,,,,
3793,Plasma haemoglobin,91.2,,141,,141,,,,,,,,,,,,
3794,Platelet sensitivities,252.5,,389.4,,389.4,,,,,,,,,,,,
3795,Platelet aggregation per aggregant,164.4,,253.9,,253.9,,,,,,,,,,,,
3797,Platelet count,30.5,,47.1,,47.1,,,,,,,,,,,,
3799,Platelet adhesiveness,60.8,,94,,94,,,,,,,,,,,,
3801,Prothrombin consumption,79.3,,121.9,,121.9,,,,,,,,,,,,
3803,Prothrombin determination (two stages),79.3,,121.9,,121.9,,,,,,,,,,,,
3805,Prothrombin index,81.1,,125.1,,125.1,,,,,,,,,,,,
3806,Therapeutic drug level: Dosage,60.8,,94,,94,,,,,,,,,,,,
3809,Reticulocyte count,40.8,,62.7,,62.7,,,,,,,,,,,,
3810,Schumm's test,49,,75.2,,75.2,,,,,,,,,,,,
3811,Sickling test,30.5,,47.1,,47.1,,,,,,,,,,,,
3814,Sucrose lysis test for PNH,49,,75.2,,75.2,,,,,,,,,,,,
3816,T and B-cells EAC markers (limited to ONE marker only for CD4/8 counts),285.8,,441,,441,,,,,,,,,,,,
3820,Thrombo - Elastogram,352.1,,543.2,,543.2,,,,,,,,,,,,
3825,Fibrinogen titre,49,,75.2,,75.2,,,,,,,,,,,,
3829,Glucose 6-phosphate-dehydrogenase: Qualitative,108.6,,167.2,,167.2,,,,,,,,,,,,
3830,Glucose 6-phosphate-dehydrogenase: Quantitative,217.6,,334.4,,334.4,,,,,,,,,,,,
3832,Red cell pyruvate kinase: Quantitative,217.6,,334.4,,334.4,,,,,,,,,,,,
3834,Red cell Rhesus phenotype,134,,206.5,,206.5,,,,,,,,,,,,
3835,Haemoglobin F in blood smear,79.3,,121.9,,121.9,,,,,,,,,,,,
3837,Partial thromboplastin time,79.3,,121.9,,121.9,,,,,,,,,,,,
3841,Thrombin time (screen),97,,149.5,,149.5,,,,,,,,,,,,
3843,Thrombin time (serial),103.5,,159.7,,159.7,,,,,,,,,,,,
3847,Haemoglobin H,30.5,,47.1,,47.1,,,,,,,,,,,,
3851,Fibrin degeneration products (diffusion plate),140.1,,216.2,,216.2,,,,,,,,,,,,
3853,Fibrin degeneration products (latex slide),60.8,,94,,94,,,,,,,,,,,,
3854,XDP (Dimer test or equivalent latex slide test),115.2,,177.6,,177.6,,,,,,,,,,,,
3855,Haemagglutination inhibition,134,,206.5,,206.5,,,,,,,,,,,,
3856,D-Dimer (quantitative),373,,574.9,,574.9,,,,,,,,,,,,
3857,Ristocetin Cofactor,481.3,,742.1,,742.1,,,,,,,,,,,,
3858,Heparin removal,391,,603.3,,603.3,,,,,,,,,,,,
3718,Quantitative reverse transcriptase polymerase chain reaction (QR-PCR) for monitoring minimal residual disease (MRD) in leukaemia patients,0,,0,,0,,,,,,,,,,,,
3751,Osmtoic fragility (screen),0,,0,,0,,,,,,,,,,,,
3752,Osmotic fragility test: Quantitative,0,,0,,0,,,,,,,,,,,,
3771,Factor III-availability test,0,,0,,0,,,,,,,,,,,,
3781,Heparin tolerance,0,,0,,0,,,,,,,,,,,,
3796,Platelet antibodies: Agglutination,0,,0,,0,,,,,,,,,,,,
3807,Recalcification time,0,,0,,0,,,,,,,,,,,,
3828,Soluble urokrinase Plasminogen Activator Receptor (suPAR) ELISA,0,,0,,0,,,,,,,,,,,,
4415,Ptoassium,0,,0,,0,,,,,,,,,,,,
3711,Arneth count,0,,0,,0,,,,,,,,,,,,
21.2,Microscopic and miscellaneous tests,,,,,,,,,,,,,,,,,
3863,Autogenous vaccine,170.6,,263.2,,263.2,,,,,,,,,,,,
3864,Entomological examination,280.4,,432.4,,432.4,,,,,,,,,,,,
3865,Parasites in blood smear,76,,117.2,,117.2,,,,,,,,,,,,
3867,"Miscellaneous (body fluids, urine, exudate, fungi, puss, scrapings, etc.)",67,,102.4,,102.4,,,,,,,,,,,,
3868,Fungus identification,111.9,,173.4,,173.4,,,,,,,,,,,,
3869,Faeces (including parasites),66.3,,102.4,,102.4,,,,,,,,,,,,
3873,Transmission electron microscopy,1158.5,,1775.7,,1775.7,,,,,,,,,,,,
3874,Scanning electron microscopy,1361.7,,2088.9,,2088.9,,,,,,,,,,,,
3875,Inclusion bodies,60.8,,94,,94,,,,,,,,,,,,
3878,Crystal identification polarized light microscopy,60.8,,94,,94,,,,,,,,,,,,
3879,Campylobacter in stool: Fastidious culture,134,,206.5,,206.5,,,,,,,,,,,,
3880,Antigen detection with polyclonal antibodies,60.8,,94,,94,,,,,,,,,,,,
3881,Mycobacteria,40.8,,62.7,,62.7,,,,,,,,,,,,
3882,Antigen detection with monoclonal antibodies,146.1,,225.3,,225.3,,,,,,,,,,,,
3883,Concentration techniques for parasites,40.8,,62.7,,62.7,,,,,,,,,,,,
3884,"Dark field, phase or interference contrast microscopy, Nomarski or Fontana",85.3,,131.1,,131.1,,,,,,,,,,,,
3885,Cytochemical stain,74.2,,113.8,,113.8,,,,,,,,,,,,
3872,Automated urine microscopy,0,,0,,0,,,,,,,,,,,,
21.3,Bacteriology,,,,,,,,,,,,,,,,,
3887,Antibiotic susceptibility test: Per organism,108.6,,167.2,,167.2,,,,,,,,,,,,
3888,Adhesive tape preparation,36.5,,56.6,,56.6,,,,,,,,,,,,
3889,Clostridium difficile toxin: Monoclonal immunological,168,,259,,259,,,,,,,,,,,,
3890,Antibiotic assay of tissues and fluids,188.4,,290.3,,290.3,,,,,,,,,,,,
3891,Blood culture: Aerobic,79.3,,121.9,,121.9,,,,,,,,,,,,
3892,Blood culture: Anaerobic,79.3,,121.9,,121.9,,,,,,,,,,,,
3893,Bacteriological culture: Miscellaneous,85.3,,131.1,,131.1,,,,,,,,,,,,
3894,Radiometric blood culture,146.1,,225.3,,225.3,,,,,,,,,,,,
3895,Bacteriological culture: Fastidious organisms,134,,206.5,,206.5,,,,,,,,,,,,
3896,In vivo culture: Bacteria,216.5,,334.4,,334.4,,,,,,,,,,,,
3897,In vivo culture: Virus,216.5,,334.4,,334.4,,,,,,,,,,,,
