name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,email,ideal_clinic_score,source
Sandy Point Satellite Clinic,clinic,Public,WC,,,-32.7444,18.0061,,,,,,,who_mfl
Sarepta Clinic,clinic,Public,WC,,Rietvlei Street Sarepta Kuilsrivier,-33.932,18.67248,,,,,sareptaclinic@capetown.gov.za,85,ndoh_detailed
Saron Clinic,clinic,Public,WC,,"Watergat pad r45,Simondium",-33.1872,19.00611,,,,,None,88,ndoh_detailed
Saxon Sea Clinic,clinic,Public,WC,,None,-33.5501,18.48881,,,,,None,81,ndoh_detailed
Saxonsea Community Hall,clinic,,WC,Cape Town,14 Hermes Avenue,,,,,,,,,dsfsi_vacc
Schotscheskloof Satellite Clinic,clinic,,WC,,,-33.9199,18.4132,,,,,,,who_mfl
Scottsdene CDC,clinic,,WC,Cape Town,"Eoan Lane, Scottsdene, Cape Town 7560",,,,,,,,,dsfsi_vacc
Scottsdene Clinic,clinic,Public,WC,Cape Town,Eon Avenue Kraaifontein,-33.8661,18.72222,,,,,scootts@pgwc.gov.za,70,ndoh_detailed
Sea Point Satellite Clinic,clinic,,WC,,Main Road,-33.9139,18.3916,,,,+27 21 434 9741,,,who_mfl
Seawind Clinic,clinic,Public,WC,,King George Street,-34.075,18.49025,,,,,None,87,ndoh_detailed
Sedgefield Clinic,clinic,Public,WC,,Pelican Laan 6573,-34.0205,22.80278,,,,,ekombrink@pgwc.gov.za,85,ndoh_detailed
Silvertown Clinic,clinic,Public,WC,,Petunia Street Athlone,-33.9664,18.53469,,,,,charlitmakan@capetown.gov.za,83,ndoh_detailed
Simon's Town Satellite Clinic,clinic,,WC,,,-34.1929,18.4328,,,,,,,who_mfl
Simondium Clinic,clinic,Public,WC,,Watergat pad r45Simondium Paarl,-33.8386,18.95639,,,,,thontong@pgwc.gov.za,85,ndoh_detailed
Simonsrust Pharmacy,clinic,,WC,,"C/o Cluver & Helshoogte Road, Stellenbosch",,,,,,,,,dsfsi_vacc
Sir Lowry's Pass Clinic,clinic,,WC,Cape Town,Ndan Street,-34.1205,18.9074,,,,+27 21 858 1493,,,who_mfl
Site B Youth Clinic,clinic,,WC,"C/o Sulani & Sulani Street, Site B (Base) Khayelitsha, Cape Town",,-34.0256,18.6654,,,,,,,who_mfl
Slangrivier Satellite Clinic,clinic,Public,WC,,School Street,-34.1372,20.8583,,,,,,,who_mfl
Soetendal Clinic,clinic,Public,WC,,Hermonweg Wellington Wellington,-33.6027,18.98361,,,,,None,91,ndoh_detailed
Solomon Tshuku Hall,clinic,,WC,Cape Town,"Site - C- Plaza, Solomon Tshuku Ave, Khayelitsha, Cape Town, 7784",,,,,,,,,dsfsi_vacc
Somerset Street Satellite Clinic,clinic,Public,WC,,,-33.6466,19.4336,,,,,,,who_mfl
Somerset West Civic - Town Hall,clinic,,WC,Cape Town,"11 Main Rd, Somerset West, Cape Town, 7130",,,,,,,,,dsfsi_vacc
Somerset West Clinic,clinic,,WC,Cape Town,,-34.0857,18.8482,,,,,,,who_mfl
Spencer Road Clinic,clinic,Public,WC,"Salt River, Cape Town",17 Spencer road salt river Salt River,-33.9286,18.46485,,,,,SPNINChageSpencerRoad@capetown.gov.za,79,ndoh_detailed
Sports Hall Gansbaai,clinic,,WC,,Municipal Centre,,,,,,,,,dsfsi_vacc
St James Street Clinic,clinic,,WC,,,-33.9406,18.4262,,,,,,,who_mfl
Stanford Clinic,clinic,Public,WC,Stanford,c/o Mathilda and Dreyer streeet Stanford Stanford,-34.4458,19.45817,,,,,None,81,ndoh_detailed
Steenberg Pharmacy,clinic,,WC,Cape Town,"Military Rd, Steenberg, Cape Town, 7947",,,,,,,,,dsfsi_vacc
Still Bay Civic Centre,clinic,,WC,,Main Road,,,,,,,,,dsfsi_vacc
Still Bay Satellite Clinic,clinic,Public,WC,,,-34.3691,21.4064,,,,,,,who_mfl
Strand CDC,clinic,,WC,Cape Town,"Cortland Place 37 Main Road, Strand, 7140",,,,,,,,,dsfsi_vacc
Strandfontein Clinic,clinic,Public,WC,Strandfontein,c/o Welgelegen and Walvis Road Stranfontein,-34.0728,18.55542,,,,+27 21 393 6226,strandfonteinclinic@capetown.gov.za,81,ndoh_detailed
Strooidak Clinic,clinic,,WC,Robertson,Mark Street,-33.8022,19.8822,,,,+27236266852,,,who_mfl
Struisbaai Clinic,clinic,Public,WC,,Deining Loam Struisbaai,-34.7828,20.0335,,,,,NONE,75,ndoh_detailed
Sun Valley No 2 Pharmacy,clinic,,WC,Cape Town,"G68, Buller Louw Blvd, Noordhoek, Cape Town",,,,,,,,,dsfsi_vacc
Sun Valley Satellite Clinic,clinic,,WC,,,-34.1249,18.3966,,,,,,,who_mfl
Suurbraak Clinic,clinic,Public,WC,,Helmcircle Suurbraak Swellendam,-34.0797,20.70667,,,,,NONE,87,ndoh_detailed
Swellendam PHC Clinic,clinic,Public,WC,Swellendam,Drstdy Street 18 Swellendam,-34.0234,20.4488,51,,,,None,84,ndoh_detailed
Swellendam Showgrounds,clinic,,WC,,"Station Street, Swellendam",,,,,,,,,dsfsi_vacc
Table View Clinic,clinic,Public,WC,Table View,South Road Tableview,-33.8329,18.51359,,,,,,86,ndoh_detailed
Therapy in Action Somerset West,clinic,,WC,Somerset West,Sir Lowry's Pass Road,-34.093288,18.861026,,,,+27 21 852 7711,,,osm
Thusong Centre Phola Park,clinic,,WC,,"Msobomvu Street, Mbekweni, Paarl, 7626",,,,,,,,,dsfsi_vacc
Toekomsrus Clinic,clinic,Public,WC,,52 Lupins Street,-33.5955,22.24139,,,,,NONE,69,ndoh_detailed
Toekomsrust Community Hall,clinic,,WC,,15h Avenue,,,,,,,,,dsfsi_vacc
Touws River Clinic,clinic,Public,WC,,Wesstraat Touwsriver,-33.3408,20.0285,,,,,elfourie@pgwc.gov.za,82,ndoh_detailed
Touwsranten Clinic,clinic,Public,WC,,Bester str Private Bagx6592,-33.9552,22.62056,,,,,None,41,ndoh_detailed
Town 2 Clinic,clinic,,WC,Khayelitsha,"1, Charles Mokoena Street, 7784",-34.0398359,18.6829966,,,,,,,osm
Tulbagh Clinic,clinic,Public,WC,,Steinthalweg Tulbagh 6800 Tulbagh,-33.2849,19.14639,,,,,None,56,ndoh_detailed
Tulbagh Town Clinic,clinic,,WC,,,-33.2,19.14,,,,,,,who_mfl
UCT Community of Hope Vaccination Centre,clinic,,WC,,,-33.9470869,18.4691258,,,,,,,osm
Uitsig Clinic,clinic,Public,WC,,Hibisens Square Uitsig Uitsig Ravensmead,-33.9357,18.59841,,,,,uitsigclinic@capetown.gov.za,84,ndoh_detailed
Uniondale (Lyonsville) Clinic,clinic,Public,WC,Uniondale,Langstraat Uniondale Unionsdale,-33.6627,23.11306,13,,,+27 44 752 1068,NONE,53,ndoh_detailed
University of the Western Cape vaccine site,clinic,,WC,Cape Town,Robert Sobukwe Road,,,,,,,,,dsfsi_vacc
Valhalla Park Clinic,clinic,Public,WC,,C/O Johannes & Angela Street Valhalla Park Valhall,-33.9534,18.5705,,,,+27 21 934 0101,valhallaclinic@capetown.gov.za,93,ndoh_detailed
Van Der Stel Sports Grounds,clinic,,WC,,"Bergzicht Street, Stellenbosch Central, 7600",,,,,,,,,dsfsi_vacc
Van Rhynsdorp Clinic,clinic,Public,WC,,Buitekant street Van Rhynsdorp,-31.6025,18.75111,,,,,NONE,63,ndoh_detailed
Van Wyksdorp Kerksaal,clinic,,WC,,Main Road,,,,,,,,,dsfsi_vacc
Van Wyksdorp Satellite Clinic,clinic,Public,WC,,,-33.7438,21.4661,,,,,,,who_mfl
Vangate Mall Clicks Pharmacy,clinic,Independent,WC,Cape Town,Vanguard Drive,,,,,,,,,dsfsi_vacc
Velddrif Clinic,clinic,Public,WC,,Noordlicek Velddrif,-32.7738,18.16556,,,,,NONE,73,ndoh_detailed
Victoria Clinic,clinic,Public,WC,Alice,Kuntselamanzi Street,-33.7796,20.1283,110,,,+27 40 653 1141,,,who_mfl
Villiersdorp Clinic,clinic,Public,WC,,1A Protea Straat Villiersdorp Villiersdorp,-33.9929,19.28579,,,,,None,80,ndoh_detailed
Vincent Clinic,clinic,Public,WC,Cape Town,St Vincent Drive and Belhar Drive,-33.9454,18.64867,,,,+27 21 444 6259,mdennis@pgwc.gov.za,86,ndoh_detailed
Vitacare Pharmacy - Plattekloof,clinic,,WC,Cape Town,"Plattekloof Centre, Olienhout Avenue Plattekloof",,,,,,,,,dsfsi_vacc
Vitacare Pharmacy - Rondebosch,clinic,,WC,Cape Town,"Riverside Mall, Main Road Rondebosch",,,,,,,,,dsfsi_vacc
Voorstekraal Satellite Clinic,clinic,Public,WC,,"Helderstroom Road, Voorstekraal",-34.0492,19.5391,,,,,,,who_mfl
Vredenburg Clinic,clinic,Public,WC,"Vredenburg, Saldanha Bay",Waterkant street Vredenburg Vredenburg,-32.9072,17.99246,81,,,,bbreedek@pgwc.gov.za,80,ndoh_detailed
Vredendal Central Clinic,clinic,Public,WC,Vredendal,Skool Straat Vredendal Vredendal,-31.6641,18.50389,75,,,+27 27 213 2039,None,65,ndoh_detailed
Vredendal North Clinic,clinic,Public,WC,,Hoerskoolweg Vredendal North Vredendal,-31.6516,18.52278,,,,,None,78,ndoh_detailed
Vuyani Clinic,clinic,Public,WC,,None,-33.9731,18.56937,,,,,None,91,ndoh_detailed
Waenhuiskrans Satellite Clinic,clinic,Public,WC,,"Aghulhas Street, Wave Crest",-34.5326,20.042,,,,,,,who_mfl
Wallacedene Clinic,clinic,Public,WC,,La Bohemeway Wallacedene Kraaifontein Kraaifontein,-33.8597,18.73325,,,,,marinaferreira@capetown.gov.za,86,ndoh_detailed
Warrens Pharmacy,clinic,Independent,WC,Cape Town,71 Main Road,-34.1386656305725,18.4309716245188,,,,+27 21 7821101,,,dsfsi_vacc
Waterstone Pharmacy,clinic,,WC,Cape Town,Waterstone Village c/o R44 & Main Rd,,,,,,,,,dsfsi_vacc
Waterstone Village Clicks Pharmacy,clinic,Independent,WC,Cape Town,C/O Main Road and R44,,,,,,,,,dsfsi_vacc
Welgemoed Medical Centre,clinic,,WC,"Welgemoed,Cape Town",Kommissaris Street,-33.869365,18.6218865,,,,+27 21 914 3000,,,osm
Wellington CDC,clinic,,WC,,"Dr Abduraghman Rd, Van Wyksvlei, Wellington, 7655",,,,,,,,,dsfsi_vacc
Wellness Hub 1,clinic,,WC,,,-34.0171862,18.6653318,,,,,,,osm
Wellness Hub 2,clinic,,WC,,,-34.0066588,18.6437456,,,,,,,osm
Weltevreden Valley Clinic,clinic,Public,WC,MITCHELLES PLAIN,c/o Oliver Tambo & Leanord radu Samora machel Mitc,-34.0169,18.58385,,,,,Weltevredenclinic@capetown.gov.za,83,ndoh_detailed
Wesbank Clinic,clinic,Public,WC,Wesbank,None,-33.9711,18.66197,,,,+27 21 400 5273,None,94,ndoh_detailed
Wesbank Malmesbury Clinic,clinic,Public,WC,,,-33.4627,18.7117,,,,,,,who_mfl
West EMS Pinelands,clinic,,WC,Cape Town,,,,,,,,,,dsfsi_vacc
Westlake Clinic,clinic,Public,WC,,no 44 Westlake drive Westlake,-34.0809,18.43654,,,,,westlake.clinic@capetown.gov.za,60,ndoh_detailed
Westridge Clinic,clinic,Public,WC,,c/o wesport & Deduin avenue westridge Mitchells pl,-34.0515,18.60342,,,,,Hilary.chordnum@capetown.gov.za,84,ndoh_detailed
Windmeul Clinic,clinic,Public,WC,,Vrygans Road Wellington,-33.6708,18.90556,,,,,None,69,ndoh_detailed
Witsand de Duine Hall,clinic,,WC,,Joseph Barry Drive,,,,,,,,,dsfsi_vacc
Wittewater Satellite Clinic,clinic,Public,WC,,,-32.9166,18.7053,,,,,,,who_mfl
Wolseley Clinic,clinic,Public,WC,,Church Street Wolseley Wolseley,-33.4219,19.2025,,,,,None,52,ndoh_detailed
Wolwedans Community Hall,clinic,,WC,,"Vygie Avenue, Wolwedans",,,,,,,,,dsfsi_vacc
Worcester Town Hall,clinic,,WC,,93 High Street,,,,,,,,,dsfsi_vacc
Wupperthal Clinic,clinic,Public,WC,,Hoof Weg Bitterfontein,-32.2744,19.21861,,,,,None,0,ndoh_detailed
Wynberg Clinic,clinic,Public,WC,Cape Town,corner Albow + soul,-34.0046,18.47006,600,,,,,75,ndoh_detailed
Wynberg Pharmacy,clinic,,WC,Cape Town,222 Main Road,-34.0088022063153,18.4689201882227,,,,,,,dsfsi_vacc
Yzerfontein Satellite Clinic,clinic,Public,WC,,,-33.3406,18.1638,,,,,,,who_mfl
Zakhele Clinic,clinic,Public,WC,Khayelitsha,A544 Zakhele Street Khayelitsha,-34.0413,18.65932,,,,,ntombikaeyise.konile@capetown.gov.za,65,ndoh_detailed
Zoar Sports Club,clinic,,WC,,Route 62 Main Road,,,,,,,,,dsfsi_vacc
Zolani Clinic,clinic,Public,WC,,Building Street Ashton,-33.8375,20.08633,,,,,NONE,0,ndoh_detailed
Zwelihle Clinic,clinic,Public,WC,,,-34.4308,19.2133,,,,,,,who_mfl
Zwelihle Community Hall,clinic,,WC,,"Lusiba Road, Zwelihle, Hermanus",,,,,,,,,dsfsi_vacc
die Berg Clinic,clinic,Public,WC,,Church Street Ceres,-33.135,19.48389,,,,,NONE,52,ndoh_detailed
wc Alma CDC,clinic,,WC,,Bill Jefferey Rylaan,-34.1808,22.09222,,,,,,,dsfsi_cdc
wc Bothasig CDC,clinic,,WC,Cape Town,"C/O Swellengrebel & De Grendel Road, Bothasig",,,,,,,,,dsfsi_cdc
wc Bridgeton CDC,clinic,,WC,,23 Springbok Road,-33.6025,22.22083,,,,,,,dsfsi_cdc
wc Cloetesville CDC,clinic,,WC,Stellenbosch,"Cnr Tenant Street and Bell Street, Stellenbosch",-33.9227,18.85583,,,,+27 21 883 2676,,,dsfsi_cdc
wc D'Almeida CDC,clinic,,WC,,Strand Street,-34.1766,22.11667,,,,,,,dsfsi_cdc
wc District Six CDC,clinic,,WC,Cape Town,"Cnr Primrose and Caledon Streets, Cape Town, 8000",-33.9283,18.49092,,,,,,,dsfsi_cdc
wc Dr Abdurahman CDC,clinic,,WC,Cape Town,Cnr Eland and Ebbe Hout Street,-33.9589,18.51781,,,,,,,dsfsi_cdc
wc Good Hope CDC,clinic,,WC,Cape Town,"Koeberg Road, Brookland",-33.9064,18.47975,,,,,,,dsfsi_cdc
wc Gustrouw CDC,clinic,,WC,Cape Town,"89 Hassan Khan Avenue, Strand",-34.1347,18.85211,,,,,,,dsfsi_cdc
wc Ikhwezi CDC,clinic,,WC,Cape Town,Simon Street,-34.1137,18.86622,,,,+27 21 845 1212,,,dsfsi_cdc
wc Inzame Zabantu CDC,clinic,,WC,Cape Town,"Msingizane Street, Brown's Farm, Cape Town",-34.0097,18.57892,,,,,,,dsfsi_cdc
wc Kuyasa CDC,clinic,,WC,Cape Town,Ntlazane Road,-34.0492,18.65621,,,,,,,dsfsi_cdc
wc KwaNokuthula CDC,clinic,,WC,,Sishuba Street,-34.0477,23.32361,,,,,,,dsfsi_cdc
wc Lady Michaelis CDC,clinic,,WC,Cape Town,"Burnham Road, Plumstead, Cape Town, 7800",-34.0215,18.46472,,,,,,,dsfsi_cdc
wc Lotus River CDC,clinic,,WC,Cape Town,Cnr Anita and Delia Road,-34.0265,18.5078,,,,,,,dsfsi_cdc
wc Luvuyo CDC,clinic,,WC,Cape Town,"Hlela Road, Bus Terminus Makaza, Kayelitsha",-34.052,18.70949,,,,+27 21 444 0531,,,dsfsi_cdc
wc Mamre CDC,clinic,,WC,Cape Town,"25 Adam Street, Mamre, Cape Town, 7347",-33.5132,18.47658,,,,,,,dsfsi_cdc
wc Matthew Goniwe CDC,clinic,Public,WC,Cape Town,"9 Kwahlaza Road, Makaza",-34.0443,18.70551,,,,,,,dsfsi_cdc
wc Mbekweni CDC,clinic,,WC,,,-33.675,18.99278,,,,,,,dsfsi_cdc
wc Michael Mapongwana CDC,clinic,,WC,Cape Town,"Steve Biko Road, Harare, Khayelitsha",-34.0517,18.67013,,,,,,,dsfsi_cdc
wc Pelican Park CDC,clinic,,WC,Cape Town,"Cnr Babbler Street & Oystercatcher Road, Pelican Park, 7941",,,,,,,,,dsfsi_cdc
wc Reed Street CDC,clinic,,WC,Cape Town,Reed Street,-33.9044,18.63838,,,,,,,dsfsi_cdc
wc Robbie Nurock CDC,clinic,,WC,Cape Town,"89 Buitekant Street, Cape Town",-33.9306,18.42083,,,,,,,dsfsi_cdc
wc Ruyterwacht CDC,clinic,,WC,Cape Town,Vereeniging Circle,-33.9183,18.55691,,,,,,,dsfsi_cdc
wc Symphony Way CDC,clinic,,WC,Cape Town,Silversands Road,-33.9645,18.627164,,,,+27 21 204 9400,,,dsfsi_cdc
wc TC Newman CDC,clinic,,WC,"Paarl -  Charlston Hill, Western Cape",Cnr Rosary and Broadway School,-33.723,18.9875,,,,,,,dsfsi_cdc
wc Tafelsig CDC,clinic,,WC,Cape Town,,-34.0623,18.63715,,,,,,,dsfsi_cdc
wc Woodstock CDC,clinic,,WC,Cape Town,"9 Mountair Road, Woodstock",-33.9321,18.44889,,,,,,,dsfsi_cdc
Mediclinic Cape Gate Day Clinic,day_clinic,Mediclinic,WC,Cape Town,"Cape Gate Retail Park, Okavango Rd, Brackenfell, 7560",-33.876,18.68,,,mediswitch,,,,curated
Mediclinic Strand Day Clinic,day_clinic,Mediclinic,WC,Strand,"Strand Main Rd, Strand, 7140",-34.103,18.831,24,,mediswitch,+27 21 854 7663,,,curated
#OneHealthCare,gp_practice,,WC,,,-34.0546045,18.5292764,,,,,,,osm
Adringa Medical Centre,gp_practice,,WC,,31 Bird Street,-33.932909,18.8604895,,,,,,,osm
Arniston / Waenhuiskrans clinic,gp_practice,,WC,Arniston,Kamp Street,-34.6621262,20.2285851,,,,,,,osm
Bobs Way Surgery,gp_practice,,WC,,Bobs Way,-34.010913,18.7207449,,,,,,,osm
Campus Health Service,gp_practice,,WC,,,-33.9355971,18.8694883,,,,,,,osm
Cape Town Med: Dr Laylah Fayker CT,gp_practice,,WC,,,-33.9212753,18.419075,,,,,,,osm
Community Medical Care,gp_practice,,WC,Pinelands,Forest Drive,-33.9435755,18.4955342,,,,,,,osm
Danie de Villiers Surgery,gp_practice,,WC,,,-33.8802043,18.645417,,,,,,,osm
Doctor,gp_practice,,WC,pretoria,Brackenfell Boulevard,-33.8147006,18.6739732,,,,+2721 824 2220,,,osm
Doctors on Kloof,gp_practice,,WC,,,-33.9302239,18.4088398,,,,,,,osm
Doctor’s Surgery,gp_practice,,WC,Cape Town,"580, Frans Conradie Drive, 7560",-33.8713799,18.546481,,,,,,,osm
Dr David Kathan,gp_practice,,WC,Strandfontein,Dennegeur Avenue,-34.0695393,18.5697206,,,,,,,osm
Dr J Lalloo,gp_practice,,WC,Strandfontein,Benguela Avenue,-34.0717894,18.5491619,,,,+27 21 393 5976,,,osm
Dr K van der Westhuizen,gp_practice,,WC,Cape Town,Upper Duke Street,-33.934794,18.4454764,,,,,,,osm
Dr Q Botha - Chiropractor,gp_practice,,WC,,Benurban Road,-33.8424653,18.6517067,,,,+27 219761766,,,osm
Dr RB Daya,gp_practice,,WC,Strandfontein,Welgelegen Avenue,-34.077009,18.5560491,,,,+27 21 393 2133,,,osm
Dr Schalk V Burger,gp_practice,,WC,,,-33.8221979,18.6609171,,,,,,,osm
Dr Wentley,gp_practice,,WC,,,-33.9232772,18.8788399,,,,+27 21 887 9320,,,osm
Dr van der Merwe,gp_practice,,WC,,,-34.0208551,18.5159538,,,,,,,osm
Dr. Coombes and Acc,gp_practice,,WC,,,-34.0635602,18.7751202,,,,,,,osm
Dr. Naude,gp_practice,,WC,,Van Zyl Street,-33.7998009,19.8871078,,,,+27236263006,,,osm
Dr. Sehaam Abrahams,gp_practice,,WC,Cape Town,Albert Road,-33.9293161,18.447983,,,,,,,osm
Intercare Century City,gp_practice,Independent,WC,Cape Town,"Century City Blvd, Century City, 7441",-33.891,18.509,600,,healthbridge,,,,curated
Intercare Tyger Valley,gp_practice,Independent,WC,Cape Town,"Tyger Valley Rd, Bellville, 7530",-33.872,18.638,600,,healthbridge,+27 21 943 3500,,,curated
MSF Mobile Clinic,gp_practice,,WC,Cape Town,"VPUU Centre, Khayelitsha",-34.0623374,18.6716292,,,,+27 213645490,,,osm
Medical & Dental Centre,gp_practice,,WC,Techno Park,Techno Avenue,-33.9672401,18.8401596,,,,,,,osm
Medicross Langeberg,gp_practice,Netcare,WC,,,-33.8390192,18.7052624,,,,,,,osm
Openways Surgery,gp_practice,,WC,Cape Town,Belvedere Road,-33.9766437,18.4853071,,,,,,,osm
Richwood Surgery,gp_practice,,WC,,,-33.8321938,18.5473262,,,,,,,osm
Seabreeze Medical Centre,gp_practice,,WC,,,-33.0906832,18.0336584,,,,,,,osm
Sherwood Clinic,gp_practice,,WC,,,-33.9818258,18.4819512,,,,,,,osm
Van Der Vyver & Partners,gp_practice,,WC,,,-34.1496226,19.0229954,,,,,,,osm
Victoria House Medical & Dental Centre,gp_practice,,WC,Rosebank,Belmont Road,-33.959464,18.4769356,,,,,,,osm
Akeso Stepping Stones,hospital,Netcare,WC,,Van Imhoff Way,-34.1412363,18.3250024,,,,,,,osm
Alan Blyth Hospital,hospital,Public,WC,,"Upper Church Street, Ladismith",-33.4872,21.26889,30,,,,,,dsfsi_v1
Alexandra Hospital,hospital,Public,WC,Cape Town,Annex Road,-33.93,18.48448,300,,,,,,dsfsi_v1
Beaufort West Hospital,hospital,Public,WC,Beaufort West,Van Schalkwyk Street,-32.3529,22.5949,57,,,,,,dsfsi_v1
Bettiesbaai Oord / Mooihawens,hospital,,WC,,,-34.3716967,18.8891628,,,,,,,osm
Booth Memorial Hospital,hospital,Public,WC,Cape Town,Prince Street,-33.937751,18.4146786,,,,+27 21 465 4846,,,osm
Brewelskloof TB Hospital,hospital,Public,WC,Worcester,Harlem Street,-33.6211,19.45694,368,,,,,,dsfsi_v1
Broad Road Surgical clinic,hospital,,WC,Cape Town,,-34.00422,18.47455,27,,,,,,dsfsi_v1
Brooklyn Chest Hospital,hospital,Public,WC,Cape Town,"Stanberry Street, Ysterplaat, 7425",-33.8999,18.4853,349,,,,,,dsfsi_v1
Busamed Paardevlei Private Hospital,hospital,Busamed,WC,Cape Town,"4 Gardner Williams Avenue, Paardevlei Estate, Somerset West, Cape Town 7130",-34.09471,18.816546,600,,,+27 21 840 6600,,,dsfsi_v1
Cape Eye Hospital,hospital,Public,WC,Cape Town,Oosterzee Street,-33.8996,18.60901,600,,,,,,dsfsi_v1
Ceres Hospital,hospital,Public,WC,"Ceres, Witzenberg, Boland","Riverside Street, Ceres",-33.363,19.30083,86,,,,,,dsfsi_v1
Conradie Hospital,hospital,Public,WC,Cape Town,,-33.9237,18.5212,600,,,,,,dsfsi_v1
DP Marais TB Hospital,hospital,Public,WC,Cape Town,"Cnr Main and White Road, Retreat",-34.0619,18.46033,260,,,+27 21 713 7600,,,dsfsi_v1
Drakenstein Hospital,hospital,Public,WC,,,-33.7188,18.96904,600,,,,,,dsfsi_v1
Faircape Hospital,hospital,,WC,,,-34.0606207,18.4538934,,,,,,,osm
False Bay Hospital,hospital,Public,WC,Cape Town,17th Avenue,-34.1319,18.416805,65,,,+27 21 782 1121,,,dsfsi_v1
GF Jooste Hospital,hospital,Public,WC,Cape Town,"Duinefontein Road, Manenberg, Cape Town, 7767",-33.9846,18.557927,184,,,,,,dsfsi_v1
Gatesv Med Centre Hospital,hospital,Public,WC,Cape Town,,-33.9709,18.53346,600,,,,,,dsfsi_v1
George Hospital,hospital,Public,WC,George,"Davidson Rd, George, 6529",-33.959,22.44,272,,,+27 44 802 4528,,,curated
Groenleegte care cure Paarl,hospital,Public,WC,,,-33.709891,18.964269,21,,,,,,dsfsi_v1
Groote Schuur Hospital,hospital,Public,WC,Cape Town,"Main Rd, Observatory, Cape Town, 7925",-33.9413,18.463,893,,,,,,curated
Harry Comay TB Hospital,hospital,Public,WC,,"Pienaar Street, Conville, George",-33.9802,22.4725,180,,,,,,dsfsi_v1
Helderberg Hospital,hospital,Public,WC,Cape Town,Lourensford Road,-34.0768,18.856761,169,,,+27 21 850 4700,,,dsfsi_v1
Hermanus Hospital,hospital,Public,WC,Hermanus,Hospital Street,-34.4226,19.22833,71,,,,,,dsfsi_v1
Karl Bremer Hospital,hospital,Public,WC,Cape Town,"Mike Pienaar Blvd, Bellville, Cape Town, 7530",-33.898,18.624,306,,,,,,curated
Kenilworth Hospital,hospital,Public,WC,Cape Town,Rosmead Avenue,-33.9948,18.47313,600,,,+27 86 605 5061,,,dsfsi_v1
Khayelitsha District Hospital,hospital,Public,WC,Cape Town,"Lwandle Rd, Khayelitsha, Cape Town, 7784",-34.039,18.678,230,,,+27 21 360 4200,,,curated
Knysna Hospital,hospital,Public,WC,Knysna,"Main Road, Knysna, 6571",-34.0369,23.05806,90,,,,,,dsfsi_v1
Libertas Hospital,hospital,Public,WC,Cape Town,,-33.9121,18.5418,600,,,,,,dsfsi_v1
Life BayView Private Hospital,hospital,,WC,,,-34.1813,22.130775,108,,,,,,dsfsi_v1
Life Kingsbury Hospital,hospital,Life Healthcare,WC,Cape Town,"Wilderness Rd, Claremont, Cape Town, 7708",-33.988,18.46,120,,mediswitch,+27 21 670 4000,,,curated
Life Orthopaedic Hospital,hospital,Public,WC,Cape Town,Alexandra Road,-33.9442,18.489836,600,,,,,,dsfsi_v1
Life Rondebosch Medical Centre,hospital,Life Healthcare,WC,Cape Town,"14 Fountain Rd, Rondebosch, Cape Town, 7700",-33.962,18.474,70,,mediswitch,,,,curated
Life Sports Science Ortho,hospital,Public,WC,Cape Town,Mariendahl Terrace,-33.9713,18.467425,600,,,,,,dsfsi_v1
Life Vincent Pallotti Hospital,hospital,Life Healthcare,WC,Cape Town,"Alexandra Rd, Pinelands, Cape Town, 7405",-33.94,18.513,246,,mediswitch,,,,curated
Life West Coast Private Hospital,hospital,Life Healthcare,WC,Vredenburg,"Main Rd, Vredenburg, 7380",-33.003,17.99,52,,mediswitch,,,,curated
M Plain Med Centre Hospital,hospital,Public,WC,,,-34.0082,18.59641,600,,,,,,dsfsi_public
Malmesbury Infectious diseases Hospital,hospital,Public,WC,,"Schoonspruit Road, Malmesbury, 7299",-33.4672,18.7175,600,,,,,,dsfsi_v1
Mediclinic Cape Gate Hospital,hospital,Mediclinic,WC,Cape Town,Cnr Okavango and Tanner Roads,-33.8494,18.697091,140,,,+27 21 983 5600,,,dsfsi_v1
Mediclinic Cape Town,hospital,Mediclinic,WC,Cape Town,"21 Hof St, Oranjezicht, Cape Town, 8001",-33.932,18.412,112,,mediswitch,+27 21 422 0439,,,curated
Mediclinic Const Neonatal Hospital,hospital,Mediclinic,WC,Cape Town,,-34.0266,18.46095,600,,,,,,dsfsi_v1
Mediclinic Constantiaberg,hospital,Mediclinic,WC,Cape Town,"Burnham Rd, Plumstead, Cape Town, 7800",-34.012,18.472,206,,mediswitch,+27 21 762 0155,,,curated
Mediclinic Durbanville,hospital,Mediclinic,WC,Cape Town,"Wellington Rd, Durbanville, Cape Town, 7550",-33.834,18.644,186,,mediswitch,+27 21 980 2100,Stephanie.sirmongpang@capetown.gov.za,,curated
Mediclinic Geneva,hospital,Mediclinic,WC,George,"Waterkanaal Rd, George, 6529",-33.961,22.468,80,,mediswitch,,,,curated
Mediclinic Hermanus,hospital,Mediclinic,WC,Hermanus,"Hospital St, Hermanus, 7200",-34.417,19.228,52,,mediswitch,,,,curated
Mediclinic Klein Karoo,hospital,Mediclinic,WC,Oudtshoorn,"Jubilee Ave, Oudtshoorn, 6620",-33.59,22.206,48,,mediswitch,,,,curated
Mediclinic Louis Leipoldt,hospital,Mediclinic,WC,Cape Town,"Broadway St, Bellville, Cape Town, 7530",-33.903,18.632,150,,mediswitch,,,,curated
